copy_id,book_id,branch_id,condition,available
1274,402,2,Poor,0
1275,294,2,New,1
1276,61,3,New,1
1277,215,1,New,1
1278,444,3,New,0
1279,233,3,Good,0
1280,299,2,Good,0
1281,46,2,Good,0
1282,125,2,New,0
1283,361,3,New,0
1284,112,2,Poor,1
1285,200,2,New,1
1286,486,1,New,1
1287,38,3,Good,1
1288,417,2,Fair,0
1289,88,3,Fair,0
1290,413,3,Good,1
1291,98,3,Good,0
1292,125,1,Poor,1
1293,76,2,Good,1
1294,484,1,New,0
1295,123,3,Poor,1
1296,340,3,New,1
1297,131,3,Good,0
1298,424,2,Fair,1
1299,323,1,Fair,1
1300,461,3,New,1
1301,422,2,Good,0
1302,262,3,Good,1
1303,436,1,Good,1
1304,483,1,Good,0
1305,45,2,New,1
1306,256,2,Good,1
1307,236,1,Good,1
1308,96,1,Good,1
1309,408,3,Good,1
1310,359,2,New,1
1311,273,3,Poor,1
1312,264,2,New,1
1313,253,1,New,1
1314,449,3,Fair,1
1315,225,3,Fair,0
1316,454,3,Good,1
1317,442,2,New,0
1318,259,1,Fair,1
1319,88,3,New,0
1320,172,3,Fair,0
1321,275,2,New,0
1322,405,2,New,1
1323,180,3,Good,1
1324,378,3,Good,1
1325,433,2,New,0
1326,338,2,Good,1
1327,407,2,Good,1
1328,142,2,New,1
1329,99,1,Fair,1
1330,87,2,Good,0
1331,245,1,New,1
1332,132,3,Good,0
1333,432,1,Good,1
1334,286,2,Good,1
1335,315,1,Fair,0
1336,210,3,New,1
1337,327,2,New,0
1338,26,2,Good,0
1339,9,2,New,0
1340,71,3,Fair,0
1341,368,1,Fair,0
1342,154,2,Fair,0
1343,139,2,New,0
1344,320,2,Fair,1
1345,393,1,New,1
1346,176,1,Fair,0
1347,185,3,New,1
1348,324,1,New,0
1349,371,3,Good,1
1350,456,3,Good,0
1351,56,2,New,1
1352,248,3,New,1
1353,225,2,New,1
1354,329,1,New,0
1355,431,2,Fair,0
1356,159,2,New,1
1357,254,3,Good,1
1358,201,3,New,1
1359,422,3,Fair,0
1360,80,3,New,0
1361,239,2,New,0
1362,114,1,Good,0
1363,316,1,Good,0
1364,11,3,New,1
1365,443,3,Poor,0
1366,337,1,Good,1
1367,228,3,Fair,1
1368,136,3,New,1
1369,96,1,New,0
1370,70,3,New,1
1371,94,2,Fair,1
1372,148,2,Good,0
1373,139,2,Fair,1
1374,154,3,New,0
1375,229,2,Good,1
1376,337,2,Good,1
1377,426,1,Good,1
1378,280,3,Fair,1
1379,70,2,Good,0
1380,36,2,Fair,0
1381,456,3,Fair,1
1382,148,3,Good,0
1383,32,1,New,0
1384,60,2,Good,1
1385,155,2,Poor,0
1386,304,1,New,0
1387,323,2,Good,0
1388,43,1,New,1
1389,468,2,Good,0
1390,29,1,Good,0
1391,108,2,Fair,0
1392,113,3,Good,1
1393,228,2,Fair,0
1394,178,2,Fair,1
1395,456,2,Good,0
1396,69,3,Good,0
1397,311,1,New,0
1398,239,2,New,1
1399,422,3,New,1
1400,199,2,Good,0
1401,496,3,New,0
1402,195,2,Good,1
1403,21,1,Good,0
1404,118,2,New,0
1405,367,1,New,0
1406,368,1,New,1
1407,179,3,New,1
1408,87,3,Good,1
1409,194,3,Good,0
1410,155,1,New,0
1411,435,2,New,0
1412,478,1,New,0
1413,141,3,Good,1
1414,10,1,Good,1
1415,179,3,Good,1
1416,95,2,New,0
1417,29,1,New,0
1418,203,2,New,1
1419,183,1,Poor,0
1420,40,1,Good,1
1421,96,3,Fair,1
1422,107,1,New,0
1423,39,1,New,1
1424,340,2,New,0
1425,144,2,New,0
1426,497,3,Good,1
1427,135,2,New,0
1428,266,1,Good,1
1429,197,2,New,1
1430,427,3,New,0
1431,385,2,Fair,0
1432,116,3,Good,0
1433,131,2,New,0
1434,458,1,New,0
1435,397,1,Good,1
1436,435,1,Poor,0
1437,480,3,Fair,0
1438,61,2,New,0
1439,74,1,Good,1
1440,60,1,New,1
1441,144,1,Good,1
1442,411,1,New,1
1443,375,2,New,1
1444,133,3,New,1
1445,357,3,Fair,0
1446,467,2,New,1
1447,237,2,New,1
1448,152,3,New,1
1449,141,3,Poor,0
1450,381,2,Good,1
1451,258,1,Fair,0
1452,432,3,New,1
1453,316,2,New,1
1454,88,3,Fair,1
1455,176,1,New,0
1456,296,3,Good,0
1457,103,3,Good,1
1458,305,2,New,1
1459,415,1,New,0
1460,30,2,New,1
1461,254,3,Poor,0
1462,308,1,Good,0
1463,374,1,New,0
1464,86,1,Fair,0
1465,280,3,Fair,0
1466,156,2,New,1
1467,72,3,Good,0
1468,31,1,Poor,0
1469,200,3,New,0
1470,385,2,Poor,1
1471,446,1,Fair,1
1472,188,2,Fair,0
1473,433,3,Fair,0
1474,242,1,Good,1
1475,404,3,New,1
1476,101,2,New,1
1477,429,1,New,0
1478,183,3,Good,1
1479,256,3,New,0
1480,407,1,New,1
1481,343,3,Fair,1
1482,100,3,Good,0
1483,248,1,New,0
1484,100,3,Good,1
1485,287,1,New,0
1486,404,3,New,0
1487,158,1,New,1
1488,343,1,Good,0
1489,75,2,Good,0
1490,353,1,Poor,1
1491,239,1,Good,0
1492,380,1,Fair,0
1493,9,3,New,0
1494,438,3,New,1
1495,383,3,New,1
1496,221,2,Fair,1
1497,412,1,Good,0
1498,41,2,Good,1
1499,73,1,New,1
1500,693,6,Fair,0
1501,822,2,Poor,1
1502,227,6,New,0
1503,147,4,Good,0
1504,208,2,New,1
1505,362,1,New,0
1506,88,2,New,0
1507,53,6,Good,1
1508,786,5,Fair,0
1509,677,3,New,1
1510,794,2,New,0
1511,910,3,Good,0
1512,418,1,New,1
1513,113,5,New,1
1514,108,3,Good,1
1515,47,5,New,1
1516,341,6,New,0
1517,429,1,Good,0
1518,701,1,New,1
1519,519,3,Good,0
1520,435,4,New,1
1521,854,4,Good,1
1522,550,6,Good,1
1523,803,3,New,1
1524,581,2,New,0
1525,803,5,New,1
1526,725,6,Poor,0
1527,323,1,Fair,1
1528,388,5,New,0
1529,561,5,New,0
1530,748,4,New,0
1531,374,1,Good,0
1532,682,2,New,0
1533,949,6,Poor,1
1534,601,4,Fair,0
1535,11,5,Good,1
1536,464,1,New,0
1537,371,6,Good,0
1538,133,4,New,0
1539,96,4,New,1
1540,41,2,Fair,1
1541,700,6,New,1
1542,60,4,New,0
1543,734,5,Good,1
1544,495,2,Fair,1
1545,261,6,Good,1
1546,886,6,New,1
1547,785,5,Good,1
1548,452,5,New,1
1549,471,6,New,0
1550,43,5,Fair,1
1551,990,4,New,1
1552,870,6,Good,1
1553,218,4,New,1
1554,256,3,Good,1
1555,280,1,Good,1
1556,914,3,Fair,0
1557,61,2,Fair,1
1558,363,4,New,1
1559,825,4,Good,0
1560,965,4,Fair,1
1561,754,2,Good,0
1562,83,3,New,0
1563,838,6,Good,1
1564,685,2,New,0
1565,67,2,Fair,0
1566,675,2,Fair,1
1567,598,1,Good,1
1568,911,3,New,0
1569,349,2,New,0
1570,873,1,Good,0
1571,931,2,Good,0
1572,70,6,New,0
1573,588,2,New,1
1574,829,3,New,1
1575,713,4,New,1
1576,943,2,New,0
1577,771,5,New,1
1578,697,3,New,0
1579,484,3,New,1
1580,939,6,Fair,0
1581,592,4,New,1
1582,25,3,New,0
1583,314,2,New,1
1584,545,6,New,0
1585,95,4,New,1
1586,330,5,Fair,1
1587,851,5,Fair,0
1588,837,5,Fair,0
1589,993,2,Good,1
1590,287,3,Good,0
1591,251,3,New,1
1592,206,5,New,0
1593,946,6,Fair,1
1594,92,6,Fair,1
1595,545,2,New,0
1596,792,1,New,1
1597,170,5,Good,0
1598,762,1,New,1
1599,639,1,Good,1
1600,931,6,Fair,0
1601,953,5,New,0
1602,995,3,Fair,1
1603,20,1,Fair,0
1604,636,3,New,0
1605,518,2,New,1
1606,573,1,Fair,1
1607,277,3,Good,0
1608,620,5,Good,1
1609,552,6,New,0
1610,233,3,Fair,1
1611,8,6,New,0
1612,414,2,New,0
1613,560,3,Good,0
1614,690,4,Good,1
1615,359,4,New,0
1616,217,1,Good,0
1617,695,4,New,0
1618,75,5,New,0
1619,306,5,Good,1
1620,149,5,New,1
1621,905,3,Fair,0
1622,201,4,Good,0
1623,222,1,New,1
1624,521,6,Fair,0
1625,599,4,New,1
1626,846,1,New,1
1627,254,3,New,1
1628,880,2,Fair,1
1629,501,5,Fair,0
1630,460,4,Fair,1
1631,985,6,New,0
1632,161,1,Fair,0
1633,622,5,New,1
1634,772,5,Good,0
1635,368,1,New,1
1636,288,4,New,0
1637,121,3,New,1
1638,527,2,Fair,1
1639,378,6,Good,1
1640,878,4,Fair,1
1641,903,2,Fair,0
1642,623,6,Poor,1
1643,710,4,New,1
1644,100,5,New,0
1645,888,5,New,1
1646,287,1,New,0
1647,647,6,Fair,1
1648,365,4,New,0
1649,665,2,Fair,0
1650,122,6,New,1
1651,42,5,Fair,1
1652,469,4,New,1
1653,613,2,Good,0
1654,797,6,New,1
1655,237,1,New,1
1656,909,1,New,1
1657,474,2,Good,1
1658,982,4,New,0
1659,342,2,Fair,0
1660,474,6,Fair,1
1661,508,3,Good,1
1662,879,3,New,1
1663,326,1,New,0
1664,781,2,New,0
1665,345,6,New,0
1666,445,2,New,0
1667,962,3,New,1
1668,679,5,Good,1
1669,426,5,Good,0
1670,144,2,New,0
1671,355,6,New,1
1672,553,2,Fair,0
1673,74,5,Poor,1
1674,913,1,New,0
1675,851,1,Poor,1
1676,428,6,Good,1
1677,964,5,New,1
1678,997,1,Good,0
1679,356,6,Good,0
1680,580,1,Fair,0
1681,429,5,New,0
1682,808,2,Fair,1
1683,245,3,Good,0
1684,805,4,New,1
1685,123,1,New,1
1686,928,6,Fair,0
1687,195,1,New,1
1688,706,1,New,0
1689,57,5,New,1
1690,731,1,New,0
1691,859,2,New,0
1692,7,1,Good,0
1693,904,2,Good,0
1694,892,3,Good,1
1695,374,3,New,1
1696,667,6,New,0
1697,693,6,New,0
1698,233,3,New,1
1699,534,6,Fair,1
1700,590,1,Good,0
1701,114,3,Poor,0
1702,284,4,New,0
1703,897,5,Good,0
1704,141,4,Good,0
1705,323,6,New,0
1706,916,1,New,1
1707,165,2,New,1
1708,111,2,New,1
1709,672,1,Good,1
1710,604,4,Good,0
1711,948,5,Poor,1
1712,240,4,New,0
1713,810,1,New,0
1714,798,1,New,1
1715,851,3,Good,0
1716,694,1,New,1
1717,456,1,New,0
1718,904,4,New,0
1719,159,5,Good,0
1720,697,6,Good,0
1721,584,6,New,1
1722,13,6,Fair,1
1723,236,1,New,1
1724,376,3,Good,1
1725,307,5,Poor,0
1726,58,1,New,1
1727,459,1,New,1
1728,211,1,New,0
1729,821,4,Good,1
1730,667,6,Fair,1
1731,804,6,Good,1
1732,962,2,New,1
1733,842,2,New,0
1734,130,4,New,0
1735,160,5,Good,0
1736,951,3,Fair,0
1737,475,5,Good,0
1738,900,1,New,0
1739,606,6,New,1
1740,741,4,New,1
1741,208,6,Fair,1
1742,93,3,New,1
1743,465,5,Good,1
1744,616,6,New,1
1745,453,3,New,0
1746,519,4,Fair,0
1747,199,4,New,0
1748,820,4,New,0
1749,126,4,New,0
1750,642,3,Poor,1
1751,676,1,Good,0
1752,915,1,New,0
1753,559,3,Good,1
1754,918,2,New,0
1755,321,5,Good,1
1756,340,6,New,0
1757,798,2,Fair,1
1758,828,2,Fair,0
1759,404,3,Good,1
1760,98,3,Good,0
1761,898,4,New,0
1762,562,5,New,1
1763,489,5,New,0
1764,187,5,New,0
1765,614,1,Fair,0
1766,620,2,Fair,1
1767,630,5,New,1
1768,454,3,New,0
1769,485,3,Good,1
1770,285,3,Good,0
1771,331,2,Poor,1
1772,970,6,New,1
1773,603,4,New,0
1774,570,1,Fair,0
1775,814,5,New,0
1776,964,4,New,0
1777,120,3,Good,0
1778,264,6,Good,0
1779,863,4,Fair,0
1780,828,1,Fair,0
1781,289,2,Fair,1
1782,106,6,Good,0
1783,850,2,Fair,0
1784,862,2,New,1
1785,785,2,New,0
1786,235,1,New,0
1787,607,6,Good,0
1788,228,6,New,1
1789,87,5,New,1
1790,205,1,New,1
1791,205,5,New,1
1792,420,5,New,1
1793,138,1,New,0
1794,397,6,Fair,0
1795,919,5,Good,1
1796,665,2,Poor,1
1797,512,2,Good,0
1798,198,4,Fair,0
1799,283,2,Good,1
1800,650,3,New,0
1801,842,2,New,0
1802,972,6,New,1
1803,199,4,Fair,0
1804,706,4,Good,0
1805,955,2,New,0
1806,881,4,New,1
1807,951,1,Poor,0
1808,586,3,New,0
1809,182,4,Good,1
1810,489,3,Poor,1
1811,233,2,New,0
1812,419,2,New,1
1813,186,6,Fair,0
1814,869,2,Poor,1
1815,436,3,New,1
1816,892,3,New,1
1817,121,6,New,0
1818,600,5,Good,1
1819,320,2,New,1
1820,443,2,New,0
1821,681,5,New,0
1822,182,3,New,1
1823,494,2,New,1
1824,183,5,New,1
1825,324,3,Fair,0
1826,71,6,New,0
1827,956,2,New,1
1828,945,3,New,1
1829,778,6,New,0
1830,585,6,Poor,0
1831,948,6,New,0
1832,806,2,Fair,0
1833,969,1,New,1
1834,496,2,Good,0
1835,933,6,Fair,1
1836,523,2,Good,1
1837,791,5,New,0
1838,500,5,New,0
1839,289,5,Good,0
1840,615,6,New,1
1841,732,2,New,0
1842,792,5,New,0
1843,715,1,New,0
1844,971,3,Good,0
1845,895,2,Good,0
1846,1,2,New,0
1847,854,1,New,1
1848,355,2,Poor,1
1849,665,4,Good,1
1850,885,3,Good,0
1851,610,5,New,1
1852,62,4,Good,1
1853,366,6,Fair,0
1854,101,1,Good,1
1855,410,2,Good,0
1856,145,3,Good,1
1857,711,5,New,1
1858,510,3,Good,1
1859,592,5,Good,0
1860,864,5,Good,1
1861,810,4,New,0
1862,603,4,New,0
1863,927,5,New,1
1864,47,6,New,1
1865,365,4,Fair,0
1866,589,1,New,0
1867,833,1,New,1
1868,903,3,New,1
1869,167,2,New,1
1870,210,3,Good,1
1871,322,5,New,1
1872,1006,6,Fair,1
1873,649,4,Fair,1
1874,289,4,New,0
1875,378,6,Good,1
1876,477,3,New,1
1877,344,2,New,1
1878,718,3,Good,1
1879,160,3,Good,1
1880,801,1,Good,1
1881,26,1,New,0
1882,85,3,Poor,1
1883,711,1,Poor,1
1884,161,6,Good,1
1885,460,5,Poor,0
1886,113,3,New,1
1887,550,3,Good,0
1888,785,4,Good,0
1889,161,6,New,0
1890,270,3,New,1
1891,626,4,New,0
1892,166,4,New,1
1893,216,2,Good,0
1894,554,4,Fair,1
1895,616,2,New,0
1896,405,2,Good,0
1897,717,2,New,1
1898,330,5,New,1
1899,477,2,Fair,1
1900,703,5,New,1
1901,458,4,New,1
1902,78,4,New,0
1903,674,2,Fair,0
1904,158,1,Good,0
1905,306,6,Good,0
1906,261,5,New,1
1907,540,1,Good,1
1908,467,1,New,1
1909,930,6,New,0
1910,193,1,Fair,1
1911,585,3,New,1
1912,712,1,New,1
1913,791,5,New,0
1914,474,5,New,1
1915,552,5,Fair,0
1916,741,5,Good,0
1917,921,1,Fair,1
1918,754,3,New,0
1919,414,1,Good,0
1920,692,6,Good,1
1921,856,3,New,0
1922,393,3,Good,0
1923,338,1,Good,1
1924,742,3,Fair,1
1925,656,1,New,0
1926,119,3,Fair,0
1927,680,3,Fair,0
1928,170,2,Fair,0
1929,596,6,Good,0
1930,730,5,New,1
1931,353,6,New,1
1932,497,6,Fair,0
1933,777,5,Good,1
1934,607,1,New,1
1935,141,5,Fair,0
1936,904,3,New,1
1937,178,5,Good,0
1938,518,1,New,1
1939,955,2,Good,1
1940,743,3,New,1
1941,23,1,Fair,0
1942,730,3,New,1
1943,717,6,Good,1
1944,674,1,Fair,1
1945,567,2,Poor,0
1946,116,1,New,1
1947,851,1,Good,1
1948,296,6,New,1
1949,13,2,New,0
1950,801,5,Good,1
1951,449,4,Good,0
1952,667,2,Good,0
1953,958,3,New,1
1954,314,1,Good,0
1955,731,3,Fair,0
1956,773,2,Good,0
1957,364,4,New,0
1958,35,3,Fair,0
1959,531,5,Good,1
1960,825,2,New,0
1961,452,4,New,1
1962,718,2,Good,1
1963,626,2,New,0
1964,338,5,Good,0
1965,62,5,Poor,1
1966,264,3,New,0
1967,485,2,Fair,0
1968,842,3,New,0
1969,975,1,Fair,0
1970,556,5,Good,1
1971,637,1,Fair,0
1972,97,1,Good,0
1973,819,4,New,1
1974,721,3,Fair,0
1975,659,5,Good,0
1976,536,4,Good,0
1977,223,2,New,1
1978,974,1,Fair,0
1979,222,3,Good,1
1980,819,5,Good,1
1981,823,1,Good,1
1982,318,3,Fair,1
1983,932,4,New,0
1984,536,1,Good,1
1985,104,3,New,1
1986,660,6,Good,0
1987,35,2,Fair,1
1988,648,2,New,0
1989,949,6,New,1
1990,96,1,Good,0
1991,508,3,Good,1
1992,945,4,New,1
1993,89,4,Good,1
1994,357,5,Fair,1
1995,395,6,New,1
1996,357,2,Good,0
1997,573,3,New,0
1998,432,1,Good,1
1999,543,3,Good,0
2000,585,1,New,1
2001,795,5,Good,1
2002,162,6,Good,1
2003,703,6,New,1
2004,504,3,Good,0
2005,302,1,New,0
2006,865,5,New,0
2007,994,3,Good,0
2008,43,1,New,1
2009,789,1,Good,1
2010,990,5,New,0
2011,782,3,Good,0
2012,604,5,New,0
2013,869,3,Good,1
2014,62,2,New,0
2015,999,6,Good,1
2016,548,4,Good,0
2017,637,5,New,0
2018,50,1,Poor,1
2019,305,2,New,1
2020,881,6,Good,1
2021,818,4,Good,0
2022,630,5,Good,0
2023,568,4,Fair,0
2024,266,3,New,0
2025,826,3,New,1
2026,227,5,Fair,0
2027,649,1,Good,0
2028,287,1,New,0
2029,755,3,New,1
2030,994,6,Good,0
2031,412,6,Good,0
2032,598,5,New,1
2033,747,2,New,0
2034,772,1,Good,0
2035,967,2,Good,1
2036,633,1,New,1
2037,361,2,Poor,0
2038,574,1,New,1
2039,164,5,Good,1
2040,473,2,Good,0
2041,317,3,Poor,1
2042,584,2,Fair,1
2043,151,1,Fair,0
2044,993,4,Good,1
2045,424,5,New,0
2046,407,5,Fair,0
2047,74,6,Good,0
2048,934,6,Fair,1
2049,127,1,Fair,1
2050,982,2,Good,1
2051,502,4,New,0
2052,488,2,New,0
2053,843,6,Good,0
2054,768,6,New,0
2055,455,1,Good,1
2056,144,3,Fair,0
2057,196,3,New,0
2058,808,5,Good,1
2059,439,3,New,1
2060,100,6,New,1
2061,729,4,New,1
2062,976,6,Good,1
2063,459,3,Poor,0
2064,274,6,Good,1
2065,353,1,New,0
2066,149,2,New,0
2067,55,6,New,1
2068,632,4,Poor,1
2069,702,6,Good,1
2070,968,5,New,0
2071,545,4,New,0
2072,372,5,New,1
2073,521,6,New,0
2074,571,6,Good,1
2075,892,5,New,0
2076,616,2,Fair,1
2077,208,1,New,1
2078,553,6,New,0
2079,872,4,New,0
2080,843,3,New,1
2081,767,6,New,1
2082,243,4,Fair,1
2083,633,1,Good,0
2084,189,3,New,1
2085,948,5,Good,0
2086,661,1,New,1
2087,917,6,New,1
2088,494,1,Poor,1
2089,694,2,Good,1
2090,589,6,New,1
2091,774,4,New,0
2092,977,4,Poor,0
2093,861,4,New,0
2094,770,6,Poor,0
2095,797,4,Poor,1
2096,72,1,New,0
2097,56,3,New,1
2098,455,5,New,1
2099,100,1,Good,0
2100,72,3,Good,0
2101,638,3,New,0
2102,243,3,Good,0
2103,654,2,Fair,1
2104,266,4,New,1
2105,922,5,Good,1
2106,978,1,Poor,1
2107,900,2,New,1
2108,836,1,New,0
2109,502,5,New,0
2110,173,6,New,1
2111,591,5,New,1
2112,982,6,Fair,0
2113,708,4,Fair,1
2114,314,4,New,0
2115,528,4,New,0
2116,626,4,New,0
2117,836,6,New,0
2118,759,6,Poor,0
2119,194,1,Good,0
2120,772,6,Good,0
2121,942,3,Good,0
2122,410,6,New,1
2123,488,2,Good,0
2124,430,4,Fair,0
2125,469,5,New,0
2126,421,5,New,0
2127,696,3,New,0
2128,10,1,Good,1
2129,940,3,Fair,1
2130,833,1,Good,0
2131,700,6,New,1
2132,889,2,New,0
2133,384,2,Fair,1
2134,380,5,New,0
2135,969,4,New,1
2136,372,5,New,0
2137,276,1,New,1
2138,566,4,New,0
2139,492,5,New,0
2140,860,2,Fair,0
2141,996,3,New,0
2142,301,4,Good,0
2143,218,6,Good,1
2144,217,4,Good,0
2145,967,1,New,0
2146,200,6,Fair,0
2147,804,1,New,1
2148,335,4,New,1
2149,225,5,Fair,0
2150,66,1,New,0
2151,476,4,New,1
2152,533,6,Fair,0
2153,652,4,New,1
2154,432,2,Good,0
2155,398,4,Fair,0
2156,282,1,New,0
2157,844,4,Good,0
2158,133,2,Good,0
2159,74,1,Fair,0
2160,62,6,Fair,0
2161,224,1,Good,0
2162,553,1,Poor,0
2163,172,1,New,0
2164,690,3,New,0
2165,145,4,New,0
2166,935,3,New,0
2167,868,4,New,1
2168,525,1,New,0
2169,395,3,New,1
2170,359,6,New,0
2171,677,2,New,0
2172,716,3,New,0
2173,548,1,New,0
2174,58,2,Fair,0
2175,804,5,Good,0
2176,169,1,Poor,1
2177,748,4,New,1
2178,159,2,Good,1
2179,316,6,Good,1
2180,157,6,New,0
2181,636,4,Good,1
2182,692,3,Good,0
2183,322,4,New,0
2184,756,5,Good,0
2185,58,5,Good,0
2186,151,2,Fair,0
2187,628,5,Fair,0
2188,202,1,New,0
2189,475,3,New,1
2190,135,5,New,1
2191,885,5,Poor,0
2192,712,5,Good,1
2193,295,1,New,1
2194,38,1,New,1
2195,403,2,New,1
2196,177,6,New,1
2197,955,6,New,1
2198,935,3,New,1
2199,994,1,New,1
2200,966,1,Good,1
2201,962,3,Fair,1
2202,838,4,New,1
2203,937,1,New,1
2204,98,1,New,1
2205,504,4,New,0
2206,723,2,Good,1
2207,766,4,Fair,1
2208,130,6,Good,1
2209,910,1,Fair,1
2210,666,4,New,1
2211,689,5,Good,0
2212,14,1,Good,0
2213,752,5,Poor,1
2214,569,2,New,0
2215,7,4,Good,0
2216,375,4,New,1
2217,923,2,Fair,0
2218,78,4,New,0
2219,249,2,New,1
2220,625,2,New,0
2221,998,4,New,1
2222,744,1,New,0
2223,734,5,Good,1
2224,302,1,Good,1
2225,740,6,Good,0
2226,12,3,Good,1
2227,893,3,New,1
2228,268,1,Good,1
2229,587,1,New,1
2230,76,1,Fair,0
2231,444,4,New,1
2232,846,5,New,0
2233,44,4,Fair,0
2234,565,6,Good,1
2235,295,6,New,1
2236,136,6,New,1
2237,447,3,New,1
2238,680,2,Fair,1
2239,154,6,New,1
2240,955,4,New,1
2241,334,3,Good,1
2242,659,1,New,0
2243,40,5,Poor,0
2244,177,5,New,0
2245,682,4,New,1
2246,690,3,Good,0
2247,344,1,Good,0
2248,265,5,New,1
2249,82,6,New,1
2250,307,1,New,1
2251,856,3,Fair,1
2252,496,4,Fair,1
2253,619,1,New,0
2254,99,5,Good,1
2255,410,5,New,1
2256,752,2,Good,1
2257,437,6,New,0
2258,496,6,New,1
2259,985,1,New,1
2260,650,6,New,0
2261,938,1,New,1
2262,264,3,New,1
2263,1000,2,New,0
2264,310,4,Poor,1
2265,692,2,Good,0
2266,218,5,Good,1
2267,257,2,Fair,1
2268,578,1,Good,0
2269,734,2,Good,0
2270,5,6,New,0
2271,923,2,New,0
2272,840,3,Good,1
2273,656,5,New,1
2274,178,3,New,1
2275,345,2,New,0
2276,855,4,New,0
2277,643,6,Good,1
2278,217,3,New,1
2279,284,4,New,1
2280,885,1,Good,1
2281,809,6,Good,0
2282,450,4,New,1
2283,430,3,New,1
2284,356,1,Poor,0
2285,378,1,New,0
2286,290,2,Good,1
2287,853,2,Fair,1
2288,606,3,Poor,0
2289,740,1,New,0
2290,1003,1,Good,1
2291,968,2,New,1
2292,629,6,Poor,1
2293,266,3,New,1
2294,548,6,New,1
2295,568,2,New,1
2296,1004,5,Fair,1
2297,999,5,Fair,1
2298,94,6,Good,0
2299,1003,2,Good,1
2300,346,5,Fair,0
2301,902,3,Poor,0
2302,293,6,Good,0
2303,733,5,New,1
2304,774,6,New,1
2305,913,3,Poor,1
2306,176,2,New,0
2307,167,1,Fair,0
2308,338,2,New,1
2309,223,2,Poor,0
2310,377,1,Good,0
2311,828,1,New,1
2312,302,3,Good,1
2313,556,3,New,0
2314,167,4,New,1
2315,126,6,Fair,1
2316,730,2,Good,0
2317,457,5,New,1
2318,152,2,New,0
2319,853,3,New,1
2320,859,3,New,0
2321,174,6,New,1
2322,797,5,Fair,1
2323,385,3,Good,1
2324,991,4,Poor,0
2325,990,2,Poor,0
2326,65,4,Good,0
2327,774,5,Good,0
2328,309,3,New,1
2329,427,4,Good,0
2330,129,3,Good,0
2331,881,6,New,0
2332,180,6,Good,0
2333,57,2,Fair,0
2334,962,5,New,0
2335,862,3,Fair,0
2336,539,1,New,0
2337,164,2,New,0
2338,176,4,Fair,1
2339,765,1,New,0
2340,352,4,Poor,0
2341,969,2,Good,0
2342,164,5,New,0
2343,182,1,Fair,1
2344,642,6,New,1
2345,685,2,Poor,1
2346,368,5,Poor,1
2347,500,3,Poor,0
2348,81,6,New,0
2349,30,6,Good,1
2350,267,5,Good,0
2351,996,3,New,0
2352,355,1,New,1
2353,101,4,New,1
2354,860,4,Good,1
2355,263,1,New,0
2356,131,3,New,1
2357,531,5,Good,0
2358,602,2,New,1
2359,639,3,New,0
2360,837,1,Good,0
2361,305,3,Poor,0
2362,921,1,Fair,1
2363,577,2,Good,1
2364,775,4,New,0
2365,368,2,New,1
2366,430,6,New,1
2367,662,6,Good,0
2368,961,3,Good,1
2369,207,3,New,1
2370,526,2,Fair,0
2371,835,6,New,0
2372,135,2,Fair,1
2373,723,2,Good,1
2374,86,5,New,0
2375,868,3,New,1
2376,139,5,Good,1
2377,965,2,Good,0
2378,108,2,New,1
2379,967,6,Good,1
2380,548,3,Good,0
2381,395,3,New,0
2382,334,1,Fair,0
2383,578,1,Good,0
2384,408,1,New,0
2385,701,4,Good,0
2386,461,2,Good,1
2387,2,5,Good,1
2388,268,2,Good,0
2389,769,4,New,1
2390,140,5,New,0
2391,146,2,New,1
2392,232,4,New,1
2393,712,3,New,1
2394,636,1,Good,0
2395,36,6,Good,1
2396,536,2,New,1
2397,247,4,New,1
2398,551,3,Good,0
2399,814,4,Good,1
2400,33,1,Good,1
2401,265,6,Good,1
2402,658,4,New,0
2403,913,2,Fair,0
2404,967,4,New,1
2405,305,1,New,0
2406,472,1,Good,1
2407,803,2,New,0
2408,119,5,New,1
2409,55,1,Fair,1
2410,879,6,New,0
2411,22,3,New,0
2412,343,6,New,1
2413,851,6,Good,1
2414,684,1,New,0
2415,854,3,New,0
2416,9,6,Fair,1
2417,546,2,New,1
2418,463,4,New,0
2419,946,4,Good,1
2420,611,6,New,0
2421,977,2,New,0
2422,568,4,New,1
2423,917,2,Poor,1
2424,819,2,New,0
2425,360,3,New,0
2426,966,5,Fair,1
2427,332,5,New,0
2428,623,1,Good,1
2429,85,5,New,0
2430,657,3,Good,0
2431,117,6,Fair,1
2432,946,1,New,1
2433,244,3,New,1
2434,261,3,Good,0
2435,907,1,Fair,0
2436,842,1,New,0
2437,561,6,New,1
2438,124,6,Good,1
2439,42,6,New,0
2440,176,1,Good,1
2441,541,2,New,0
2442,293,4,New,0
2443,781,6,Good,0
2444,655,3,New,1
2445,481,1,New,0
2446,471,1,New,0
2447,101,1,New,0
2448,934,1,New,1
2449,118,3,New,0
2450,119,4,Good,0
2451,372,3,New,1
2452,653,3,Fair,1
2453,372,4,Fair,1
2454,982,6,New,0
2455,698,2,New,0
2456,709,3,Good,0
2457,813,2,New,0
2458,911,1,Fair,1
2459,972,1,Good,0
2460,276,6,New,0
2461,94,3,New,0
2462,764,1,New,1
2463,690,6,Fair,1
2464,748,2,Good,0
