student_id,copy_id,loan_date,due_date,return_date,fine_amount
562,1391,2024-08-29,2024-09-12,2024-09-13,1.0
125,1250,2024-09-27,2024-10-11,2024-10-13,2.0
10,1067,2025-02-22,2025-03-08,2025-02-25,0.0
510,1341,2025-12-20,2026-01-03,2026-01-15,12.0
558,1455,2024-09-06,2024-09-20,,0.0
1941,2690,2025-04-19,2025-05-03,2025-05-01,0.0
812,2532,2025-06-28,2025-07-12,2025-07-21,9.0
755,1212,2025-01-22,2025-02-05,2025-02-11,6.0
893,357,2025-10-16,2025-10-30,2025-10-28,0.0
187,1786,2024-07-11,2024-07-25,2024-07-11,0.0
1269,717,2024-12-21,2025-01-04,2024-12-22,0.0
200,1519,2025-11-10,2025-11-24,2025-11-25,1.0
225,301,2025-03-25,2025-04-08,2025-04-22,14.0
917,2663,2025-12-23,2026-01-06,2026-01-06,0.0
586,2847,2024-03-04,2024-03-18,2024-03-20,2.0
344,171,2025-10-23,2025-11-06,2025-11-15,9.0
159,1937,2024-04-27,2024-05-11,,0.0
938,1462,2024-04-10,2024-04-24,2024-05-01,7.0
1428,2410,2026-03-02,2026-03-16,2026-03-05,0.0
1204,168,2024-10-04,2024-10-18,2024-10-22,4.0
962,109,2024-05-02,2024-05-16,2024-05-11,0.0
150,800,2025-11-13,2025-11-27,2025-12-09,12.0
783,670,2024-09-29,2024-10-13,2024-10-16,3.0
68,1877,2025-07-27,2025-08-10,,0.0
1624,513,2024-06-26,2024-07-10,2024-07-23,13.0
534,2064,2025-09-30,2025-10-14,,0.0
1461,973,2024-05-04,2024-05-18,2024-05-27,9.0
220,459,2024-10-11,2024-10-25,2024-10-17,0.0
1405,1880,2024-12-24,2025-01-07,2024-12-26,0.0
1546,1568,2024-09-24,2024-10-08,2024-09-30,0.0
1053,325,2024-07-11,2024-07-25,2024-08-03,9.0
1929,452,2024-07-03,2024-07-17,2024-07-23,6.0
814,866,2024-06-10,2024-06-24,2024-06-24,0.0
1136,1892,2024-11-15,2024-11-29,,0.0
783,1443,2025-10-22,2025-11-05,2025-11-15,10.0
363,2629,2026-01-16,2026-01-30,2026-01-22,0.0
2,321,2024-04-22,2024-05-06,2024-05-15,9.0
234,402,2024-08-02,2024-08-16,2024-08-30,14.0
1357,1392,2026-02-15,2026-03-01,2026-03-06,5.0
1074,228,2026-02-22,2026-03-08,2026-03-06,0.0
389,1349,2024-06-05,2024-06-19,2024-06-11,0.0
1758,2970,2025-11-17,2025-12-01,,0.0
689,1301,2026-02-14,2026-02-28,2026-02-16,0.0
731,2030,2025-02-15,2025-03-01,2025-03-03,2.0
370,2459,2025-08-28,2025-09-11,2025-09-06,0.0
558,794,2025-08-20,2025-09-03,2025-08-25,0.0
1332,122,2024-05-09,2024-05-23,2024-06-05,13.0
1246,2516,2026-01-07,2026-01-21,,0.0
897,890,2026-01-30,2026-02-13,2026-02-10,0.0
1658,1499,2024-03-21,2024-04-04,,0.0
1101,641,2024-06-15,2024-06-29,,0.0
859,2122,2024-05-21,2024-06-04,2024-06-07,3.0
588,2591,2025-02-02,2025-02-16,,0.0
1194,2140,2024-04-18,2024-05-02,2024-05-11,9.0
1315,2847,2025-12-22,2026-01-05,2025-12-23,0.0
1701,1930,2024-09-23,2024-10-07,2024-09-28,0.0
1414,102,2025-09-03,2025-09-17,,0.0
736,1387,2025-03-22,2025-04-05,2025-04-03,0.0
1179,2110,2025-11-29,2025-12-13,,0.0
1168,2410,2025-08-17,2025-08-31,2025-09-13,13.0
516,930,2024-06-29,2024-07-13,2024-07-13,0.0
229,2739,2024-05-30,2024-06-13,2024-06-11,0.0
1901,33,2025-02-26,2025-03-12,2025-03-03,0.0
1623,301,2024-09-20,2024-10-04,,0.0
203,1095,2024-09-19,2024-10-03,2024-10-15,12.0
148,544,2024-04-23,2024-05-07,2024-05-03,0.0
1985,1895,2024-08-03,2024-08-17,2024-08-03,0.0
796,2496,2025-05-15,2025-05-29,2025-06-10,12.0
1209,1223,2024-03-13,2024-03-27,2024-03-18,0.0
1000,2395,2026-02-26,2026-03-12,,0.0
349,1954,2024-09-29,2024-10-13,2024-10-05,0.0
549,755,2024-03-23,2024-04-06,2024-03-26,0.0
861,2354,2026-01-21,2026-02-04,,0.0
1841,79,2024-12-25,2025-01-08,2025-01-21,13.0
1032,210,2025-06-01,2025-06-15,2025-06-19,4.0
1887,664,2025-04-19,2025-05-03,2025-04-19,0.0
180,1367,2024-11-24,2024-12-08,2024-12-06,0.0
1757,835,2024-08-04,2024-08-18,,0.0
1986,2589,2024-12-05,2024-12-19,2024-12-13,0.0
74,2888,2025-06-05,2025-06-19,2025-07-01,12.0
1960,166,2026-02-13,2026-02-27,2026-02-20,0.0
1024,271,2024-03-21,2024-04-04,2024-04-06,2.0
1596,2655,2024-12-30,2025-01-13,2025-01-01,0.0
87,2817,2025-11-16,2025-11-30,2025-11-25,0.0
1181,35,2024-09-21,2024-10-05,2024-09-27,0.0
1077,1430,2025-06-19,2025-07-03,2025-06-28,0.0
1097,1711,2024-07-17,2024-07-31,2024-07-26,0.0
1081,611,2024-07-16,2024-07-30,2024-08-02,3.0
94,1052,2024-10-18,2024-11-01,2024-11-14,13.0
1949,2128,2024-10-23,2024-11-06,2024-10-26,0.0
1723,2749,2025-02-05,2025-02-19,,0.0
1377,2271,2024-07-16,2024-07-30,2024-07-22,0.0
1954,2215,2026-02-08,2026-02-22,,0.0
902,129,2024-05-05,2024-05-19,2024-05-15,0.0
1571,817,2024-09-16,2024-09-30,2024-10-14,14.0
371,2772,2025-09-27,2025-10-11,2025-10-12,1.0
101,86,2024-05-26,2024-06-09,2024-06-10,1.0
1889,477,2024-04-15,2024-04-29,2024-05-12,13.0
1557,2491,2024-09-25,2024-10-09,2024-10-19,10.0
493,1696,2025-04-21,2025-05-05,2025-04-24,0.0
1658,2332,2024-11-15,2024-11-29,2024-11-22,0.0
725,988,2025-12-27,2026-01-10,2026-01-06,0.0
1408,397,2025-03-08,2025-03-22,,0.0
1746,2284,2026-01-23,2026-02-06,,0.0
1837,288,2024-10-16,2024-10-30,2024-10-27,0.0
817,2394,2025-07-21,2025-08-04,,0.0
568,1296,2025-03-31,2025-04-14,2025-04-07,0.0
1149,99,2025-11-04,2025-11-18,2025-11-25,7.0
1079,2230,2024-10-16,2024-10-30,,0.0
897,1364,2025-07-12,2025-07-26,2025-07-12,0.0
1123,287,2025-01-10,2025-01-24,2025-01-19,0.0
9,120,2025-10-17,2025-10-31,2025-11-03,3.0
981,2156,2024-10-22,2024-11-05,2024-10-30,0.0
1079,103,2026-02-09,2026-02-23,,0.0
1980,1778,2025-08-25,2025-09-08,2025-08-28,0.0
464,2499,2025-01-10,2025-01-24,2025-01-11,0.0
1479,1741,2024-09-14,2024-09-28,2024-10-06,8.0
1164,1745,2025-01-14,2025-01-28,2025-01-29,1.0
1785,800,2026-01-01,2026-01-15,2026-01-28,13.0
913,244,2024-06-20,2024-07-04,2024-06-28,0.0
1698,2549,2025-12-26,2026-01-09,2026-01-14,5.0
1844,1528,2025-10-16,2025-10-30,2025-10-22,0.0
226,2694,2025-05-14,2025-05-28,2025-05-23,0.0
1872,2030,2025-07-20,2025-08-03,2025-08-07,4.0
1568,1806,2025-11-01,2025-11-15,2025-11-08,0.0
294,2794,2025-02-22,2025-03-08,2025-03-08,0.0
1419,2521,2025-01-14,2025-01-28,2025-02-05,8.0
1649,2761,2024-12-11,2024-12-25,2024-12-22,0.0
91,2406,2024-07-24,2024-08-07,2024-08-07,0.0
915,1748,2024-03-27,2024-04-10,2024-04-18,8.0
782,1553,2024-11-20,2024-12-04,2024-12-02,0.0
189,709,2026-01-04,2026-01-18,,0.0
1154,1537,2024-04-18,2024-05-02,2024-04-19,0.0
1655,2918,2024-04-10,2024-04-24,2024-04-24,0.0
788,897,2024-05-12,2024-05-26,2024-05-13,0.0
420,1922,2026-02-14,2026-02-28,2026-02-14,0.0
1471,1083,2024-05-11,2024-05-25,2024-06-07,13.0
445,1266,2024-12-06,2024-12-20,,0.0
751,238,2025-04-24,2025-05-08,,0.0
1880,1813,2025-10-25,2025-11-08,,0.0
1512,2786,2024-11-18,2024-12-02,2024-12-13,11.0
1671,31,2024-11-27,2024-12-11,2024-12-01,0.0
126,32,2025-06-19,2025-07-03,2025-06-27,0.0
1632,2296,2024-12-11,2024-12-25,2024-12-12,0.0
1346,2302,2024-12-06,2024-12-20,2024-12-20,0.0
276,1945,2025-07-12,2025-07-26,2025-07-14,0.0
144,1687,2025-11-04,2025-11-18,2025-11-04,0.0
1893,961,2024-04-04,2024-04-18,2024-04-20,2.0
1987,225,2025-08-04,2025-08-18,2025-08-10,0.0
1443,2142,2025-10-06,2025-10-20,,0.0
1421,2597,2025-07-27,2025-08-10,2025-08-17,7.0
406,2891,2024-08-14,2024-08-28,2024-08-22,0.0
1945,1930,2024-03-05,2024-03-19,2024-03-22,3.0
1628,1739,2024-11-22,2024-12-06,2024-12-13,7.0
1032,831,2024-05-30,2024-06-13,2024-06-26,13.0
213,1189,2025-10-09,2025-10-23,2025-10-21,0.0
1784,1723,2024-05-07,2024-05-21,2024-05-26,5.0
373,1428,2024-11-28,2024-12-12,2024-12-01,0.0
1655,1637,2024-08-03,2024-08-17,2024-08-14,0.0
620,2279,2025-02-15,2025-03-01,2025-02-21,0.0
1099,2179,2025-01-06,2025-01-20,2025-01-09,0.0
1117,1486,2025-04-21,2025-05-05,2025-05-15,10.0
281,1935,2025-06-19,2025-07-03,2025-07-12,9.0
800,1031,2025-06-08,2025-06-22,2025-06-09,0.0
1264,429,2025-10-28,2025-11-11,2025-11-18,7.0
90,1955,2026-01-14,2026-01-28,2026-01-26,0.0
867,495,2024-07-06,2024-07-20,2024-07-14,0.0
1224,815,2025-01-06,2025-01-20,2025-01-17,0.0
1956,1115,2025-02-23,2025-03-09,,0.0
1907,2465,2024-09-28,2024-10-12,2024-10-24,12.0
1900,1167,2025-07-31,2025-08-14,2025-08-19,5.0
1600,492,2024-05-10,2024-05-24,2024-05-19,0.0
1295,1519,2025-06-22,2025-07-06,,0.0
1039,2866,2025-05-29,2025-06-12,2025-06-11,0.0
1706,2542,2025-04-09,2025-04-23,,0.0
1090,2032,2024-07-22,2024-08-05,2024-07-25,0.0
1253,1724,2025-04-11,2025-04-25,2025-05-08,13.0
233,473,2025-12-23,2026-01-06,,0.0
881,867,2025-06-23,2025-07-07,2025-07-07,0.0
538,1571,2025-04-28,2025-05-12,2025-05-06,0.0
684,1823,2026-01-07,2026-01-21,2026-01-18,0.0
1702,229,2025-09-01,2025-09-15,2025-09-01,0.0
1190,513,2024-07-02,2024-07-16,2024-07-18,2.0
1379,1351,2026-01-15,2026-01-29,2026-01-25,0.0
1037,1213,2024-09-05,2024-09-19,2024-10-01,12.0
128,2296,2024-11-21,2024-12-05,2024-11-26,0.0
748,2962,2024-06-26,2024-07-10,2024-07-15,5.0
1788,1941,2024-04-17,2024-05-01,,0.0
1114,684,2024-06-14,2024-06-28,2024-07-03,5.0
974,888,2024-09-30,2024-10-14,2024-10-17,3.0
1500,1052,2026-01-01,2026-01-15,,0.0
1267,522,2025-08-03,2025-08-17,2025-08-20,3.0
16,1896,2024-04-09,2024-04-23,2024-05-01,8.0
73,2962,2025-07-24,2025-08-07,2025-08-10,3.0
803,1755,2024-08-05,2024-08-19,,0.0
741,2033,2024-04-27,2024-05-11,2024-05-10,0.0
1408,895,2025-03-27,2025-04-10,2025-04-09,0.0
164,166,2025-07-31,2025-08-14,2025-08-26,12.0
646,542,2025-02-06,2025-02-20,2025-03-05,13.0
1471,600,2024-03-26,2024-04-09,2024-04-04,0.0
1325,589,2025-08-06,2025-08-20,2025-08-10,0.0
1501,2664,2024-09-23,2024-10-07,2024-09-27,0.0
605,2572,2024-04-21,2024-05-05,2024-04-22,0.0
1692,748,2024-04-07,2024-04-21,2024-04-20,0.0
449,1280,2024-08-24,2024-09-07,,0.0
937,1695,2026-02-03,2026-02-17,2026-02-19,2.0
1994,2526,2024-12-27,2025-01-10,2025-01-04,0.0
1696,648,2025-03-19,2025-04-02,2025-04-04,2.0
1849,492,2026-02-02,2026-02-16,2026-02-06,0.0
1440,2704,2024-03-19,2024-04-02,2024-03-19,0.0
449,1217,2024-09-19,2024-10-03,2024-10-10,7.0
609,2905,2025-12-02,2025-12-16,2025-12-08,0.0
1318,615,2025-12-24,2026-01-07,,0.0
190,2077,2025-10-11,2025-10-25,2025-11-07,13.0
1078,363,2025-10-14,2025-10-28,2025-10-20,0.0
1112,689,2024-03-05,2024-03-19,2024-03-08,0.0
1713,2552,2025-03-04,2025-03-18,2025-03-14,0.0
1933,292,2024-06-29,2024-07-13,2024-06-29,0.0
1091,1095,2025-01-26,2025-02-09,2025-02-08,0.0
1831,1894,2025-06-14,2025-06-28,2025-07-01,3.0
1269,661,2024-10-31,2024-11-14,2024-11-13,0.0
514,980,2025-09-04,2025-09-18,2025-09-16,0.0
1323,964,2025-02-21,2025-03-07,2025-02-22,0.0
1151,263,2025-07-15,2025-07-29,,0.0
1178,1702,2025-06-01,2025-06-15,2025-06-10,0.0
1826,2098,2024-03-24,2024-04-07,,0.0
970,2493,2025-08-31,2025-09-14,2025-09-04,0.0
703,713,2025-06-04,2025-06-18,2025-07-01,13.0
151,1045,2025-06-03,2025-06-17,2025-06-21,4.0
1345,265,2025-03-05,2025-03-19,2025-04-02,14.0
1058,744,2025-02-03,2025-02-17,2025-02-12,0.0
1094,2015,2024-10-16,2024-10-30,2024-11-04,5.0
304,943,2025-02-09,2025-02-23,2025-02-11,0.0
1013,2707,2024-03-23,2024-04-06,2024-03-23,0.0
1788,2281,2026-01-27,2026-02-10,2026-02-20,10.0
1949,1888,2024-04-16,2024-04-30,2024-05-10,10.0
268,2782,2024-12-08,2024-12-22,2024-12-23,1.0
351,2320,2025-01-15,2025-01-29,2025-01-23,0.0
1888,1415,2024-10-20,2024-11-03,2024-11-10,7.0
94,1026,2024-07-30,2024-08-13,2024-08-03,0.0
548,266,2024-03-21,2024-04-04,2024-03-23,0.0
1891,1125,2024-09-10,2024-09-24,,0.0
1689,2872,2025-11-10,2025-11-24,2025-11-22,0.0
555,2672,2025-04-04,2025-04-18,2025-04-10,0.0
1023,1098,2024-05-25,2024-06-08,2024-06-18,10.0
1485,2356,2026-01-02,2026-01-16,2026-01-06,0.0
1373,421,2024-08-26,2024-09-09,2024-09-04,0.0
1478,737,2025-07-30,2025-08-13,2025-08-05,0.0
1661,1600,2025-09-07,2025-09-21,2025-09-11,0.0
599,655,2024-09-01,2024-09-15,2024-09-07,0.0
613,341,2025-09-03,2025-09-17,2025-09-07,0.0
153,2183,2025-02-04,2025-02-18,2025-02-21,3.0
575,1573,2024-04-10,2024-04-24,2024-04-25,1.0
1652,2750,2025-02-17,2025-03-03,,0.0
169,2988,2026-01-15,2026-01-29,2026-02-12,14.0
4,1542,2026-01-24,2026-02-07,2026-02-12,5.0
1014,2489,2025-04-20,2025-05-04,2025-04-25,0.0
1426,2136,2025-07-10,2025-07-24,2025-07-14,0.0
263,2715,2025-03-10,2025-03-24,,0.0
1835,2498,2025-09-01,2025-09-15,2025-09-16,1.0
1429,2188,2025-02-17,2025-03-03,2025-03-08,5.0
605,2834,2026-01-06,2026-01-20,2026-02-01,12.0
1731,1036,2024-06-15,2024-06-29,2024-06-18,0.0
807,1726,2026-02-19,2026-03-05,2026-02-27,0.0
1292,1763,2025-11-13,2025-11-27,2025-11-18,0.0
1772,904,2025-06-21,2025-07-05,,0.0
998,2754,2024-04-23,2024-05-07,2024-05-15,8.0
587,550,2025-09-21,2025-10-05,,0.0
1386,2188,2024-07-23,2024-08-06,2024-08-02,0.0
1704,1754,2024-12-11,2024-12-25,2024-12-19,0.0
1548,1793,2025-01-18,2025-02-01,2025-01-23,0.0
676,656,2025-06-08,2025-06-22,,0.0
596,370,2025-05-17,2025-05-31,2025-06-14,14.0
1454,1654,2025-05-27,2025-06-10,2025-06-10,0.0
1583,2049,2025-07-02,2025-07-16,2025-07-28,12.0
1997,2644,2024-04-09,2024-04-23,,0.0
1642,319,2024-08-10,2024-08-24,2024-09-07,14.0
1000,119,2025-05-04,2025-05-18,2025-05-12,0.0
1863,1615,2025-05-26,2025-06-09,,0.0
638,1063,2024-10-13,2024-10-27,2024-10-13,0.0
1775,771,2024-09-28,2024-10-12,2024-10-07,0.0
104,2786,2024-10-24,2024-11-07,2024-11-17,10.0
243,2683,2026-01-13,2026-01-27,2026-01-24,0.0
45,146,2024-04-09,2024-04-23,2024-05-04,11.0
620,463,2024-09-22,2024-10-06,2024-10-19,13.0
1946,1433,2024-06-19,2024-07-03,,0.0
1158,762,2025-09-21,2025-10-05,2025-09-24,0.0
155,784,2024-06-15,2024-06-29,2024-06-15,0.0
1384,1187,2025-05-31,2025-06-14,2025-06-10,0.0
376,392,2025-04-09,2025-04-23,2025-05-07,14.0
925,822,2025-12-29,2026-01-12,2025-12-29,0.0
1175,276,2025-04-09,2025-04-23,2025-05-02,9.0
877,761,2024-09-18,2024-10-02,,0.0
360,2757,2025-08-18,2025-09-01,2025-09-14,13.0
187,673,2025-11-23,2025-12-07,2025-11-30,0.0
1563,313,2025-04-17,2025-05-01,2025-04-18,0.0
524,232,2025-05-02,2025-05-16,2025-05-30,14.0
64,827,2025-10-21,2025-11-04,2025-11-15,11.0
19,1460,2024-09-05,2024-09-19,2024-09-12,0.0
350,332,2025-05-07,2025-05-21,2025-05-29,8.0
1735,2692,2024-10-20,2024-11-03,2024-10-25,0.0
784,1609,2025-02-19,2025-03-05,2025-02-25,0.0
1275,1776,2026-01-29,2026-02-12,2026-02-11,0.0
245,36,2025-04-16,2025-04-30,,0.0
1735,2288,2025-05-10,2025-05-24,2025-05-19,0.0
915,821,2024-08-08,2024-08-22,2024-08-21,0.0
706,1227,2024-04-24,2024-05-08,,0.0
1327,2722,2025-07-29,2025-08-12,,0.0
1626,2620,2024-10-08,2024-10-22,2024-10-09,0.0
785,2848,2024-11-27,2024-12-11,2024-12-22,11.0
1129,426,2025-07-28,2025-08-11,,0.0
1793,888,2025-08-30,2025-09-13,2025-09-21,8.0
1103,1280,2025-11-08,2025-11-22,,0.0
1753,1948,2024-05-20,2024-06-03,,0.0
1191,2473,2025-08-23,2025-09-06,2025-08-31,0.0
1089,934,2025-06-06,2025-06-20,2025-06-14,0.0
415,2080,2025-02-17,2025-03-03,2025-03-14,11.0
637,2060,2024-06-03,2024-06-17,2024-06-09,0.0
746,969,2024-04-20,2024-05-04,2024-05-10,6.0
200,1818,2025-11-18,2025-12-02,2025-12-14,12.0
598,1470,2024-08-04,2024-08-18,,0.0
334,2695,2025-05-25,2025-06-08,2025-05-28,0.0
1063,2567,2025-10-25,2025-11-08,2025-10-28,0.0
271,2035,2025-04-03,2025-04-17,2025-04-14,0.0
368,590,2024-05-02,2024-05-16,,0.0
1832,2681,2024-11-29,2024-12-13,2024-12-04,0.0
1391,1825,2024-07-24,2024-08-07,2024-08-20,13.0
1942,834,2024-07-16,2024-07-30,2024-07-21,0.0
365,2611,2025-03-21,2025-04-04,2025-04-01,0.0
966,2270,2024-07-06,2024-07-20,2024-07-06,0.0
983,392,2025-11-05,2025-11-19,,0.0
627,2315,2026-01-09,2026-01-23,2026-01-19,0.0
1273,2899,2024-11-21,2024-12-05,2024-12-18,13.0
896,340,2025-08-21,2025-09-04,,0.0
1647,2711,2025-12-21,2026-01-04,2026-01-06,2.0
464,985,2025-03-07,2025-03-21,2025-04-01,11.0
1042,1604,2025-02-14,2025-02-28,2025-03-03,3.0
125,1391,2025-10-12,2025-10-26,2025-10-27,1.0
1088,1397,2024-03-23,2024-04-06,2024-03-25,0.0
586,2094,2024-08-02,2024-08-16,2024-08-02,0.0
1565,1593,2024-12-19,2025-01-02,2024-12-31,0.0
461,1463,2024-11-06,2024-11-20,,0.0
1793,2747,2025-07-24,2025-08-07,2025-08-11,4.0
1392,1574,2024-03-15,2024-03-29,,0.0
1300,825,2025-07-29,2025-08-12,2025-08-24,12.0
342,1666,2024-09-09,2024-09-23,2024-09-09,0.0
7,559,2025-05-09,2025-05-23,2025-05-30,7.0
257,975,2024-03-20,2024-04-03,2024-04-06,3.0
950,25,2025-12-21,2026-01-04,2026-01-08,4.0
752,2701,2025-03-14,2025-03-28,,0.0
1673,2613,2025-07-17,2025-07-31,2025-08-12,12.0
349,2135,2024-07-07,2024-07-21,2024-07-13,0.0
427,1242,2025-01-12,2025-01-26,2025-02-03,8.0
908,390,2025-11-20,2025-12-04,2025-12-08,4.0
1190,1782,2024-03-15,2024-03-29,2024-03-20,0.0
1138,1110,2025-07-28,2025-08-11,2025-08-02,0.0
1022,116,2024-03-04,2024-03-18,2024-03-23,5.0
514,2505,2025-03-05,2025-03-19,,0.0
1489,2054,2025-07-19,2025-08-02,2025-08-04,2.0
1101,2125,2024-09-23,2024-10-07,2024-10-21,14.0
1382,1543,2025-03-03,2025-03-17,,0.0
1308,1666,2025-06-09,2025-06-23,2025-06-13,0.0
1368,557,2025-07-04,2025-07-18,2025-07-15,0.0
1258,2052,2025-02-08,2025-02-22,2025-02-19,0.0
25,2966,2024-07-28,2024-08-11,,0.0
376,479,2025-12-21,2026-01-04,2026-01-14,10.0
166,772,2026-01-01,2026-01-15,,0.0
1691,1191,2024-09-23,2024-10-07,2024-10-10,3.0
1423,2226,2024-11-26,2024-12-10,,0.0
1288,2943,2024-10-24,2024-11-07,2024-11-13,6.0
395,2276,2025-09-27,2025-10-11,2025-10-10,0.0
530,741,2025-10-11,2025-10-25,2025-10-25,0.0
81,1916,2025-05-04,2025-05-18,,0.0
1627,2761,2025-09-30,2025-10-14,,0.0
276,6,2024-03-04,2024-03-18,2024-03-31,13.0
625,381,2026-01-26,2026-02-09,2026-02-01,0.0
424,1411,2024-09-06,2024-09-20,2024-09-12,0.0
749,2809,2024-07-13,2024-07-27,2024-07-17,0.0
1864,108,2024-07-20,2024-08-03,,0.0
1138,420,2025-11-13,2025-11-27,2025-11-16,0.0
1395,2854,2024-10-15,2024-10-29,,0.0
993,544,2026-02-19,2026-03-05,,0.0
606,1147,2024-10-26,2024-11-09,2024-11-06,0.0
791,1737,2025-11-15,2025-11-29,2025-11-16,0.0
1265,2119,2024-05-02,2024-05-16,2024-05-18,2.0
84,208,2024-03-30,2024-04-13,2024-04-22,9.0
1068,540,2025-09-14,2025-09-28,2025-09-26,0.0
519,504,2025-11-20,2025-12-04,,0.0
1953,263,2025-12-06,2025-12-20,2026-01-03,14.0
274,2402,2025-08-08,2025-08-22,2025-08-30,8.0
319,2276,2024-04-13,2024-04-27,,0.0
813,143,2025-07-14,2025-07-28,,0.0
747,2038,2025-02-13,2025-02-27,2025-03-02,3.0
321,495,2025-02-18,2025-03-04,2025-03-18,14.0
1707,1380,2024-03-08,2024-03-22,2024-03-13,0.0
577,1909,2026-01-07,2026-01-21,2026-01-29,8.0
1235,460,2025-02-16,2025-03-02,2025-03-01,0.0
428,1509,2025-11-29,2025-12-13,2025-12-01,0.0
1719,999,2025-06-19,2025-07-03,2025-06-28,0.0
717,1868,2024-04-20,2024-05-04,2024-04-26,0.0
236,969,2025-11-05,2025-11-19,2025-11-18,0.0
1992,79,2024-04-17,2024-05-01,2024-04-19,0.0
1522,1155,2025-03-18,2025-04-01,,0.0
741,667,2024-12-02,2024-12-16,2024-12-05,0.0
1567,1226,2025-05-31,2025-06-14,2025-06-08,0.0
914,1502,2024-09-04,2024-09-18,2024-09-21,3.0
231,591,2025-04-18,2025-05-02,2025-04-20,0.0
819,848,2024-09-12,2024-09-26,2024-09-17,0.0
1027,944,2024-07-16,2024-07-30,,0.0
214,579,2024-09-04,2024-09-18,2024-09-26,8.0
514,160,2024-12-08,2024-12-22,2024-12-10,0.0
33,1855,2024-03-05,2024-03-19,2024-03-28,9.0
1334,2973,2024-03-12,2024-03-26,2024-03-22,0.0
880,2665,2025-08-10,2025-08-24,,0.0
389,1057,2025-04-08,2025-04-22,2025-04-24,2.0
1756,1077,2024-08-01,2024-08-15,2024-08-08,0.0
1947,1422,2024-06-24,2024-07-08,2024-07-19,11.0
1464,632,2025-04-19,2025-05-03,2025-05-17,14.0
972,594,2025-09-01,2025-09-15,,0.0
1403,2414,2025-09-13,2025-09-27,2025-10-04,7.0
83,439,2025-10-19,2025-11-02,,0.0
1232,473,2024-12-05,2024-12-19,,0.0
520,2806,2025-09-04,2025-09-18,2025-09-18,0.0
1230,2126,2024-08-13,2024-08-27,2024-08-23,0.0
1291,2084,2025-09-10,2025-09-24,2025-09-27,3.0
423,767,2025-11-03,2025-11-17,2025-11-09,0.0
1707,77,2025-01-06,2025-01-20,,0.0
1718,2346,2025-12-15,2025-12-29,2025-12-27,0.0
1827,1644,2025-08-15,2025-08-29,2025-09-10,12.0
145,1104,2025-04-17,2025-05-01,2025-04-26,0.0
778,2985,2025-07-27,2025-08-10,2025-07-31,0.0
1050,410,2025-03-17,2025-03-31,2025-04-08,8.0
1096,2214,2024-10-08,2024-10-22,2024-10-24,2.0
1259,2469,2025-02-01,2025-02-15,2025-02-15,0.0
1886,87,2024-12-01,2024-12-15,2024-12-02,0.0
1776,2774,2025-02-01,2025-02-15,,0.0
1772,590,2024-04-13,2024-04-27,2024-04-23,0.0
1694,2306,2025-05-08,2025-05-22,2025-05-22,0.0
1348,87,2024-05-05,2024-05-19,2024-05-29,10.0
1730,285,2025-09-28,2025-10-12,,0.0
923,852,2024-08-20,2024-09-03,,0.0
1569,43,2024-09-18,2024-10-02,,0.0
1048,197,2025-12-22,2026-01-05,2026-01-05,0.0
185,1717,2024-06-11,2024-06-25,2024-06-21,0.0
102,1894,2024-08-17,2024-08-31,2024-08-26,0.0
1082,2095,2025-06-02,2025-06-16,2025-06-22,6.0
1597,297,2026-02-11,2026-02-25,2026-02-20,0.0
1734,952,2026-01-06,2026-01-20,,0.0
917,1895,2024-05-05,2024-05-19,2024-05-13,0.0
1793,827,2025-05-17,2025-05-31,2025-06-07,7.0
1051,686,2024-06-12,2024-06-26,2024-06-25,0.0
730,1244,2024-07-28,2024-08-11,,0.0
649,266,2024-12-23,2025-01-06,2024-12-26,0.0
651,1202,2025-04-14,2025-04-28,2025-04-14,0.0
1370,654,2024-10-24,2024-11-07,,0.0
133,2404,2024-06-13,2024-06-27,,0.0
915,1988,2025-05-12,2025-05-26,2025-05-28,2.0
1953,2739,2025-08-04,2025-08-18,2025-08-26,8.0
513,205,2024-03-28,2024-04-11,2024-04-13,2.0
1875,1765,2025-03-10,2025-03-24,2025-03-27,3.0
1142,2788,2024-12-12,2024-12-26,2024-12-23,0.0
1599,2401,2025-09-19,2025-10-03,2025-09-30,0.0
1974,145,2024-07-01,2024-07-15,2024-07-06,0.0
867,1414,2024-03-14,2024-03-28,2024-04-01,4.0
1352,795,2025-08-05,2025-08-19,2025-08-31,12.0
1185,1571,2025-06-08,2025-06-22,2025-06-23,1.0
774,2158,2025-12-26,2026-01-09,2026-01-18,9.0
1088,1763,2024-04-28,2024-05-12,,0.0
246,864,2025-11-11,2025-11-25,2025-12-03,8.0
800,2920,2025-11-29,2025-12-13,2025-12-25,12.0
1994,338,2024-03-06,2024-03-20,2024-03-20,0.0
1028,272,2024-12-24,2025-01-07,2025-01-01,0.0
330,1185,2025-05-07,2025-05-21,2025-05-12,0.0
1373,65,2025-02-17,2025-03-03,2025-03-12,9.0
458,945,2025-11-05,2025-11-19,2025-11-16,0.0
1039,1675,2024-12-23,2025-01-06,2024-12-24,0.0
497,553,2024-07-14,2024-07-28,2024-08-03,6.0
1632,2652,2025-07-31,2025-08-14,2025-08-24,10.0
1413,553,2025-06-29,2025-07-13,2025-07-24,11.0
1656,775,2024-11-29,2024-12-13,2024-12-18,5.0
1604,2799,2024-07-02,2024-07-16,,0.0
